iteration,max_reward,mean_reward,min_reward,std_reward,ALGORITHM,SEED,NUM_ENVS,NUM_STEPS,TOTAL_GENERATIONS,POP_SIZE,EVO_STRATEGY,ENV_NAME,GRID_SIZE,N_AGENTS,N_PREY,PREY_VISIBLE_RANGE,PREY_AUDIBLE_RANGE,N_AGENT_SOUNDS,N_PREY_SOUNDS,N_OVERLAPPING_SOUNDS,OBSERVE_OTHER_AGENTS_POS,WANDB_MODE,ENTITY,PROJECT,CHECKPOINT_INTERVAL,KEEP_CHECKPOINTS,experiment_id,overlapping_sounds
8350,6.249999523162842,1.6879878044128418,-3.000000476837158,1.5602716207504272,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,10,1,0,False,online,drcope,mimicry-comm,20,3,-95263188831966463,False
8400,6.874999523162842,1.8442378044128416,-2.500000476837158,1.6441088914871216,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,10,1,0,False,online,drcope,mimicry-comm,20,3,-95263188831966463,False
8450,7.624999523162842,2.860351085662842,-2.125000476837158,1.689858078956604,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,10,1,0,False,online,drcope,mimicry-comm,20,3,-95263188831966463,False
8500,6.999999523162842,2.514647960662842,-2.375000476837158,1.5332911014556885,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,10,1,0,False,online,drcope,mimicry-comm,20,3,-95263188831966463,False
8550,7.5,3.131347179412842,-1.1250003576278689,1.8491106033325195,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,10,1,0,False,online,drcope,mimicry-comm,20,3,-95263188831966463,False
8600,8.75,4.18896484375,-0.7500004768371582,1.780152678489685,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,10,1,0,False,online,drcope,mimicry-comm,20,3,-95263188831966463,False
8650,7.874999523162842,2.934569835662842,-1.2500003576278689,1.7462966442108154,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,10,1,0,False,online,drcope,mimicry-comm,20,3,-95263188831966463,False
8700,9.249999046325684,3.367187023162842,-1.7500003576278689,1.9513273239135744,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,10,1,0,False,online,drcope,mimicry-comm,20,3,-95263188831966463,False
8750,6.749999523162842,1.8540034294128416,-2.875000476837158,1.6686917543411257,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,10,1,0,False,online,drcope,mimicry-comm,20,3,-95263188831966463,False
8800,8.499999046325684,2.952636241912842,-3.250000476837158,1.8185553550720213,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,10,1,0,False,online,drcope,mimicry-comm,20,3,-95263188831966463,False
8850,6.624999523162842,2.764159679412842,-1.8750003576278689,1.6719062328338623,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,10,1,0,False,online,drcope,mimicry-comm,20,3,-95263188831966463,False
8900,5.624999523162842,2.183104991912842,-2.6250007152557373,1.5647187232971191,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,10,1,0,False,online,drcope,mimicry-comm,20,3,-95263188831966463,False
8950,5.999999523162842,1.6762690544128418,-2.000000476837158,1.4254746437072754,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,10,1,0,False,online,drcope,mimicry-comm,20,3,-95263188831966463,False
9000,7.0,3.333495616912842,-1.8750003576278689,1.8217499256134035,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,10,1,0,False,online,drcope,mimicry-comm,20,3,-95263188831966463,False
9050,6.749999523162842,2.459472179412842,-2.0000007152557373,1.595550537109375,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,10,1,0,False,online,drcope,mimicry-comm,20,3,-95263188831966463,False
9100,7.875,3.473144054412842,-1.1250003576278689,1.8079005479812624,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,10,1,0,False,online,drcope,mimicry-comm,20,3,-95263188831966463,False
9150,7.75,3.004394054412842,-2.375000476837158,1.6295137405395508,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,10,1,0,False,online,drcope,mimicry-comm,20,3,-95263188831966463,False
9200,5.374999523162842,2.084960460662842,-2.500000476837158,1.4028546810150146,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,10,1,0,False,online,drcope,mimicry-comm,20,3,-95263188831966463,False
9250,7.0,2.823729991912842,-2.125000476837158,1.8106120824813845,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,10,1,0,False,online,drcope,mimicry-comm,20,3,-95263188831966463,False
9300,8.5,2.712890148162842,-2.625000476837158,1.8696773052215576,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,10,1,0,False,online,drcope,mimicry-comm,20,3,-95263188831966463,False
9350,8.749999046325684,3.294921398162842,-1.7500003576278689,1.9267109632492063,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,10,1,0,False,online,drcope,mimicry-comm,20,3,-95263188831966463,False
9400,7.999999523162842,2.833007335662842,-1.5000003576278689,1.8079332113265991,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,10,1,0,False,online,drcope,mimicry-comm,20,3,-95263188831966463,False
9450,6.499999523162842,1.2968745231628418,-2.375000476837158,1.526259422302246,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,10,1,0,False,online,drcope,mimicry-comm,20,3,-95263188831966463,False
9500,9.75,4.7802734375,-1.2500003576278689,2.1488633155822754,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,10,1,0,False,online,drcope,mimicry-comm,20,3,-95263188831966463,False
9550,5.499999523162842,2.103515148162842,-1.5000003576278689,1.4840961694717407,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,10,1,0,False,online,drcope,mimicry-comm,20,3,-95263188831966463,False
9600,10.124999046325684,3.985351324081421,-1.5000003576278689,2.1161131858825684,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,10,1,0,False,online,drcope,mimicry-comm,20,3,-95263188831966463,False
9650,7.5,2.972655773162842,-2.000000476837158,1.74535071849823,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,10,1,0,False,online,drcope,mimicry-comm,20,3,-95263188831966463,False
9700,9.624999046325684,2.309569835662842,-2.000000476837158,1.6826437711715698,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,10,1,0,False,online,drcope,mimicry-comm,20,3,-95263188831966463,False
9750,6.999999523162842,2.487792491912842,-2.625000476837158,1.5413520336151123,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,10,1,0,False,online,drcope,mimicry-comm,20,3,-95263188831966463,False
9800,8.124999046325684,2.621093273162842,-1.6250003576278689,1.7997217178344729,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,10,1,0,False,online,drcope,mimicry-comm,20,3,-95263188831966463,False
9850,9.0,2.298827648162842,-2.625000476837158,1.8870210647583008,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,10,1,0,False,online,drcope,mimicry-comm,20,3,-95263188831966463,False
9900,6.249999523162842,1.5410151481628418,-2.750000476837158,1.63806414604187,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,10,1,0,False,online,drcope,mimicry-comm,20,3,-95263188831966463,False
9950,9.749999046325684,4.0693359375,-1.8750003576278689,1.9754540920257568,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,10,1,0,False,online,drcope,mimicry-comm,20,3,-95263188831966463,False
10000,8.875,3.759765148162842,-2.000000476837158,1.909903645515442,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,10,1,0,False,online,drcope,mimicry-comm,20,3,-95263188831966463,False
1,-4.250000953674316,-4.859863758087158,-5.000000953674316,0.1355971992015838,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
50,-2.750000476837158,-4.454590320587158,-5.000000953674316,0.3778550326824188,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
100,-2.8750007152557373,-4.084961414337158,-5.000000953674316,0.4204066097736358,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
150,-2.125000476837158,-3.535156726837158,-4.875000953674316,0.548087477684021,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
200,-1.6250003576278689,-3.457031726837158,-4.875000953674316,0.5781118869781494,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
250,-2.625000476837158,-4.043945789337158,-5.000000953674316,0.4394738972187042,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
300,-1.8750003576278689,-3.454102039337158,-4.750000953674316,0.5444973707199097,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
350,-2.000000476837158,-3.600586414337158,-4.750000953674316,0.5063220858573914,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
400,-1.1250003576278689,-2.963867664337158,-4.500000953674316,0.631345272064209,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
450,-0.7500003576278687,-2.957520008087158,-4.375000953674316,0.6368713974952698,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
500,-1.1250003576278689,-2.822754383087158,-4.250000953674316,0.6196193099021912,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
550,-1.1250003576278689,-2.810059070587158,-4.375000953674316,0.6670385599136353,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
600,-0.7500004768371582,-2.689941883087158,-4.250000953674316,0.6322771310806274,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
650,-0.2500004470348358,-2.526855945587158,-4.750000953674316,0.7794191837310791,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
700,-0.2500004470348358,-2.553711414337158,-4.625000953674316,0.7102389931678772,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
750,0.9999995231628418,-1.8969730138778689,-3.750000715255737,0.8671202659606934,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
800,-2.6226044269606064e-07,-2.433105945587158,-4.125000953674316,0.7789687514305115,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
850,0.8749995231628418,-2.162109851837158,-4.000000953674316,0.94957834482193,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
900,1.1249996423721311,-1.811523675918579,-3.875000715255737,0.8719948530197144,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
950,2.874999761581421,-1.2543950080871582,-3.750000715255737,0.953914999961853,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
1000,2.6249992847442627,-0.8017581701278687,-2.875000476837158,1.0358593463897705,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
1050,2.374999523162842,-0.3041996359825134,-3.375000476837158,1.0893570184707642,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
1100,3.3749992847442627,-0.2856449484825134,-3.375000476837158,1.095595121383667,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
1150,3.749999284744263,-0.4707035720348358,-2.750000238418579,1.0289965867996216,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
1200,2.749999761581421,-0.1010746359825134,-3.000000476837158,1.027622103691101,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
1250,2.9999992847442627,0.0976558327674865,-3.5000007152557373,1.0434222221374512,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
1300,2.624999761581421,-0.0214847978204488,-2.625000476837158,1.0683557987213137,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
1350,2.624999523162842,-0.5473637580871582,-2.8750007152557373,1.0461822748184204,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
1400,3.124999761581421,0.2675777077674866,-3.000000476837158,1.1112147569656372,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
1450,3.999999284744263,-0.3359379172325134,-3.2500007152557373,1.131087064743042,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
1500,3.749999284744263,0.3500972390174866,-2.875000476837158,1.1267033815383911,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
1550,4.124999523162842,0.3764644265174866,-2.1250007152557373,1.1183332204818726,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
1600,3.4999992847442627,0.3657222092151642,-2.125000476837158,1.1287802457809448,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
1650,3.3749992847442627,0.5029292702674866,-2.6250007152557373,1.1792439222335815,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
1700,5.374999523162842,0.2348628640174865,-3.0000007152557373,1.2278616428375244,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
1750,5.624999523162842,1.0927729606628418,-2.375000476837158,1.442860722541809,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
1800,4.499999523162842,0.8408198356628418,-2.625000476837158,1.2597485780715942,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
1850,4.999999523162842,1.3393549919128418,-2.250000476837158,1.3096178770065308,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
1900,4.749999523162842,0.9736323356628418,-3.25,1.2800730466842651,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
1950,4.624999523162842,1.1240229606628418,-2.500000476837158,1.2226495742797852,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
2000,5.124999523162842,1.3784174919128418,-2.625000476837158,1.3016386032104492,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
2050,4.499999523162842,0.6704096794128418,-2.500000476837158,1.1632288694381714,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
2100,5.624999523162842,1.3657221794128418,-1.8750003576278689,1.3347625732421875,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
2150,5.874999523162842,1.9501948356628416,-1.3750003576278689,1.3443257808685305,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
2200,4.249999523162842,0.8320307731628418,-3.000000476837158,1.2057538032531738,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
2250,4.374999523162842,1.3168940544128418,-2.125000476837158,1.2605434656143188,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
2300,4.874999523162842,0.6982417106628418,-2.375000476837158,1.2078365087509155,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
2350,5.124999523162842,1.4067378044128418,-1.8750003576278689,1.2903283834457395,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
2400,5.374999523162842,1.7758785486221311,-1.0000003576278689,1.2310086488723757,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
2450,3.249999761581421,0.2744136452674866,-2.625000476837158,1.2677507400512695,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
2500,5.624999523162842,1.5810542106628418,-1.2500003576278689,1.2487386465072632,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
2550,4.874999523162842,1.5708003044128418,-1.8750003576278689,1.2386415004730225,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
2600,4.749999523162842,1.2148432731628418,-1.3750003576278689,1.2173407077789309,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
2650,6.625,1.3154292106628418,-1.7500003576278689,1.230161428451538,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
2700,6.249999523162842,1.3789057731628418,-2.000000476837158,1.287137508392334,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
2750,4.624999523162842,1.1865229606628418,-2.250000476837158,1.2547756433486938,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
2800,4.624999523162842,0.9018549919128418,-2.125000476837158,1.215319275856018,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
2850,7.499999523162842,1.8447260856628416,-1.8750003576278689,1.5285568237304688,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
2900,6.124999523162842,1.4877926111221311,-1.7500003576278689,1.327678084373474,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
2950,4.499999523162842,1.2324213981628418,-2.125000476837158,1.260622262954712,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
3000,5.374999523162842,1.4638667106628418,-1.2500005960464478,1.2633227109909058,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
3050,5.624999523162842,1.4062495231628418,-2.125000476837158,1.5150208473205566,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
3100,5.749999523162842,1.9394526481628416,-2.125000476837158,1.360585331916809,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
3150,7.374999523162842,3.189452648162842,-1.3750003576278689,1.6039414405822754,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
3200,5.874999523162842,2.688964366912842,-1.0000003576278689,1.376640558242798,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
3250,5.124999523162842,1.2529292106628418,-1.3750005960464478,1.2396509647369385,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
3300,6.874999523162842,2.303222179412842,-2.3750007152557373,1.503588318824768,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
3350,5.124999523162842,1.8793940544128416,-1.2500003576278689,1.2256584167480469,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
3400,6.874999523162842,3.024901866912842,-1.5000003576278689,1.5143122673034668,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
3450,6.749999523162842,2.415038585662842,-1.3750003576278689,1.5164650678634644,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
3500,7.499999523162842,3.032714366912842,-1.7500003576278689,1.4470103979110718,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
3550,8.125,3.376464366912842,-0.3750004470348358,1.6237404346466064,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
3600,8.999999046325684,4.4033203125,0.2499996274709701,1.548508882522583,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
3650,9.499999046325684,4.220703125,-1.0000003576278689,1.977657437324524,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
3700,10.249999046325684,5.10595703125,-5.066394805908203e-07,1.5977481603622437,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
3750,9.875,5.4140625,-0.2500004768371582,1.6725502014160156,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
3800,8.75,4.48388671875,-1.2500004768371582,1.6401923894882202,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
3850,9.124999046325684,4.50048828125,-0.3750004172325134,1.7101167440414429,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
3900,10.124999046325684,5.4404296875,0.4999995827674866,1.8176425695419312,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
3950,8.999999046325684,4.77197265625,-3.814697322468419e-07,1.6508440971374512,EVO,4,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,7658557631151264362,False
