iteration,max_reward,mean_reward,min_reward,std_reward,ALGORITHM,SEED,NUM_ENVS,NUM_STEPS,TOTAL_GENERATIONS,POP_SIZE,EVO_STRATEGY,ENV_NAME,GRID_SIZE,N_AGENTS,N_PREY,PREY_VISIBLE_RANGE,PREY_AUDIBLE_RANGE,N_AGENT_SOUNDS,N_PREY_SOUNDS,N_OVERLAPPING_SOUNDS,OBSERVE_OTHER_AGENTS_POS,WANDB_MODE,ENTITY,PROJECT,CHECKPOINT_INTERVAL,KEEP_CHECKPOINTS,experiment_id,overlapping_sounds
4600,2.1249992847442627,-1.1030278205871582,-4.125000953674316,0.9376656413078308,EVO,0,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,-773815463696769306,False
4650,-0.5000004172325134,-2.341797351837158,-4.000000476837158,0.6754058003425598,EVO,0,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,-773815463696769306,False
4700,1.3749994039535522,-1.666504144668579,-3.625000476837158,0.798282265663147,EVO,0,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,-773815463696769306,False
4750,-0.7500003576278687,-2.377441883087158,-4.500000953674316,0.7731969356536865,EVO,0,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,-773815463696769306,False
4800,-0.250000387430191,-2.374023914337158,-4.125000953674316,0.7234891653060913,EVO,0,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,-773815463696769306,False
4850,0.4999996125698089,-1.8212894201278689,-4.125000953674316,0.7929104566574097,EVO,0,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,-773815463696769306,False
4900,0.999999463558197,-2.247070789337158,-4.125000953674316,0.8187060356140137,EVO,0,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,-773815463696769306,False
4950,1.2499994039535522,-1.643554925918579,-3.500000476837158,0.8748033046722412,EVO,0,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,-773815463696769306,False
5000,-0.1250004321336746,-2.218262195587158,-4.000000476837158,0.7398605346679688,EVO,0,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,-773815463696769306,False
5050,0.7499997019767761,-2.204102039337158,-3.875000715255737,0.7022340297698975,EVO,0,16,256,10000,256,SimpleGA,MimicryCommEnvGridworld,5,2,1,0,2,5,1,0,False,online,drcope,mimicry-comm,20,3,-773815463696769306,False
